label,sentence
0,"On the contrary such killings only harden the government against any political engagement which is unlike how countries in West deal with a similar situation
"
0,"I think J&K's special status is going to be the BJP's next Babri Masjid
"
0,"Ram Mandir they could not built and it has lost its resonance among people
"
0,"Now you will see J&K's special status becoming an issue in coming elections
"
0,"BJP will keep repeating that they  are withdrawing it or that they have already withdrawn it
"
2,"There was a process of reconciliation and resolution which had started rolling out under Prime Minister Vajpayee in 1999
"
0,"but we are witnessing a complete reversal of that process
"
0,"It is kind of a hopelessness now
"
0,"It is a dead-end for Kashmir politics as far as I understand it
"
2,"That is, unless something bigger than Vajpayee process comes along in future
"
0,"Nowadays a weapon fatal than bullets is being used in Kashmir to disperse protesters
"
2,"While 12 militants were recently killed at three different places in South Kashmir
"
0,"more than two dozen youth have received pellet injuries in these operations
"
0,"When people protested killing of civilians, paramilitary forces used pellet guns
"
0,"At present, about 41 pellet victims have been admitted in SMHS Hospital, Srinaga
"
0,"According to reports, many of them have received pellet injuries in both eyes
"
0,"It is highly astonishing and worrisome that despite ban imposed in Parliament on use of pellet guns and assurances of using non-fatal weapons to replace pellet guns, Union Home Minister, Rajnath Singh has given permission for using pellets
"
2,"Chief Minister, Mehbooba Mufti has also demanded replacement of this gun
"
0," However, all these assurances have proven as a deceit
"
2,"State rulers, particularly Chief Minister, Mehbooba Mufti who is also Home Minister of J&K, should implement her suggestion for replacement of this fatal weapon
"
2,"Curfew was lifted in the entire Bhaderwah town for the first time
"
0,"following the killing of a person in a firing incident and subsequent violence
"
2,"subsequently extended for two more hours after the first relaxation period passed off peacefully
"
2,"the relaxation is likely to be further extended after carrying out another review of the situation
"
2,"authorities had relaxed curfew in a phased manner
"
2,"shops and business establishments opened and public and private transport resumed, giving semblance of normalcy
"
2,"police and CRPF personnel remained deployed in strength in sensitive areas as a precautionary measure
"
2,"prohibitory orders under section 144 CrPC are being enforced strictly to maintain law and order
"
0,"Bhaderwah town witnessed violent protests on Thursday
"
0,"following the killing of Nayeem Shah atKachi Nalthivillage
"
0,"Violence had broken out after the killing
"
0,"a number of vehicles were damaged by stone-pelting protesters who also set ablaze a few vehicles
"
0,"""cow vigilantism"" was the reason behind the killing of Shah
"
0,"some people were trying to give a communal colour to the incident
"
2,"ordered a magisterial inquiryinto the killing of Shah and subsequent stone-pelting
"
0,"Kishtwar and Baderwah, the two places marred by violence
"
2,"measures taken for maintaining peace and order in the district
"
2,"DGP appreciated the efforts of J&K Police and other security agencies for conducting smooth and peaceful elections in the district
"
2,"it was due to their coordinated efforts and dedication of different forces that the elections were held in a congenial atmosphere
"
2,"He emphasised upon the officers to make all required arrangements to keep the law and order maintained in the district
"
2,"DGP was presented a guard of honour by the contingents of police
"
2,"He interacted with the deployed police personnel and enquired about their wellbeing
"
2,"the DGP chaired officers’ meeting and reviewed the law & Order situation in the town
"
0,"in the back drop of killing of a person in suspicious circumstances
"
2,"DGP directed the officers to take strenuous efforts to conclude the investigation of the case on merits
"
2,"He emphasized for the cooperation of public in maintaining communal harmony in the district
"
2,"DGP assured them that fair investigation will be conducted in the case
"
2,"the culprits will be brought to justice
"
2,"He listened the issues raised by members of the society and assured that their issues will be addressed
"
2,"He also appreciated the cooperation of respectables of two communities in maintaining communal harmony and brotherhood in the area
"
2,"BJP headquarters abuzz with preparations for results on May 23
"
0,"the Congress headquarters wearing a deserted look, devoid of excitement
"
2,"A day after the exit polls predicted another term for the NDA
"
0,"Barring a few stray party workers visiting in the failed hope of meeting some senior leader or the other
"
0,"there was hardly anyone else, least of all any Congress office bearer, who visited the headquarters at 24, Akbar Road, for a better part of Monday
"
2,"which have predicted another landslide win for the NDA
"
0,"only marginal gains for the grand old party
"
0,"Rahul Gandhi, had just three days ago claimed that “the Congress has managed to dismantle the idea of Narendra Modi
"
2,"Thank you for participating and expressing your right in India’s democracy
"
2,"The people’s mandate will be upheld
"
2,"the exit poll may have got the mood right
"
0,"but the projections seem very exaggerated…
"
0,"It is a pity that Yatoo had to travel such a long distance for getting the ultrasonography of his ewe done
"
0,"there is only one ultrasonography machine for entire Kashmir region which is installed at the hospital within the SHD headquarters
"
2,"there should have been facilities like availability of at least one ultrasonography machine in each district
"
0,"but would have also deprived another farmer of a ram for the breeding purpose
"
0,"I would not have only suffered financial loss myself
"
2,"The patience and smartness of Yatoo bore fruit when the ewe gave birth to a ram lamb later.
"
2,"While Yatoo narrated this anecdote, it certainly served as a proof that he is a sheep farmer of a distinction
"
2,"The barn where he keeps his sheep is much different from an average barn in Kashmir
"
2,"His passion for quality sheep farming is also reflected in the housing management he has opted for, for his flock
"
2,"To ensure that their sheep stay clean, they have made proper arrangements in the barn
"
2,"Yatoo a name in sheep farming is the way he maintains the quality sheep germplasm (of Kashmir Marino)
"
2,"He, along with his brother, work very hard and take meticulous care of their ewes when they are at the breeding stage
"
2,"not surprisingly, his rams (for breeding) fetch good prices with some of them selling between 50,000 to 100,000 rupees
"
2,"He is the star farmer when it comes to sheep farming
"
2,"Yatoo’s work as a sheep farmer was also acknowledged at the national level
"
2,"early this year when he was given the Innovative Farmer Award by Indian Council of Agricultural Research (ICAR)
"
2,"Profiling Yatoo in its newsletter, ICAR has written: “Sh. Yatoo maintains elite germplasm of sheep
"
2,"Hilal showing the appreciation he has received
"
1,"people prefer eating mutton rather than beef which results in increase in the demand of mutton every year.
"
1,"Mutton is considered as all season food in Kashmir and is also massively used for Wazwan (myriad varieties of meat dishes) during weddings and other functions
"
2,"We are constantly making progress in increasing the local production
"
2,"we hope to make more progress in coming years
"
2,"we have to make rapid progress in increasing local production
"
2,"the Sheep Husbandry Department has adopted multi-pronged strategy which notably includes implementation of cross-breeding programmes
"
0,"The quality of sheep which we had before 1990s, used to be low on both meat and wool
"
2,"after we started the cross-breeding programme to get Kashmir Marino, both these issues have been resolved
"
2,"Mir said that the technical staff, available at sheep extension centres, provide facilities to the breeders at their door step
"
2,"Farmers like Yatoo are proving a bone to sheep proliferation in Kashmir by maintaining the best germplasm of Kashmir Marino
"
0,"The letter relates to 76 cases of torture and killings of civilians, which include 13 just in 2018
"
0,"These 2018 cases included eight civilian killings allegedly by security forces, and the rest by militants
"
0,"In all these cases, the authorities have reportedly failed to conduct thorough, prompt and impartial investigations
"
2,"to ensure that the rule of law prevails, and justice is done and steps are taken to ensure the non-recurrence of the violations
"
0,"The letter also had a line stating that it took “note” of the report of the Office of the United Nations High Commissioner for Human Rights on the human rights situation in Kashmir, released in June 2018
"
0,"India had rejected the report and implicitly accused the then UNHRC chief Zeid Ra’ad Al Hussein of having acted on his “individual prejudices
"
0,"The Report begets the question whether individual prejudices should be allowed to undermine the dignity
"
0,"Asserting that terrorism is the “grossest violation”
"
0,"India stated that basic human right of “right to life is being constantly violated by cross border terrorism in the Indian state of Jammu and Kashmir”
"
0,"the reply from the Permanent Mission of India to UN offices in Geneva.Terming the report was “false and motivated”
"
0,"It said the “heinous” attack on a convoy in Pulwama in February 2019 has only served to underline the criticality of addressing the issue of cross-border terrorism
"
0,"the suicide bomb attack against Indian security forces in the Pulwama district of Jammu and Kashmir on February 14, 2019, which reportedly killed over 40 members of the Central Reserve Police Force
"
0,"India takes serious objection to using the already rejected report by the mandate holders that issued the communication AL IND 8/2019 dated 18 March 2019 to raise allegations against India
"
0,"the eight cases related to security forces in 2018 “appear to be deliberate killings or excessive and careless use of firearms in the context of either demonstrations or social events
"
0,"There were also three cases last year of individuals being killed by militants, including one case of torture
"
0,"The special rapporteurs said that there was an anomaly in the filing of police complaints through first information reports in these cases
"
0,"It is not clear whether FIRs have been filed or whether magisterial inquiries have been undertaken
"
2,"He said that the decision has been taken as a precautionary measure to maintain law and order
"
0,"in wake of the strike call by separatists tomorrow
"
2,"as a mark of tribute to Mirwaiz Muhammad Farooq on his death anniversary
"
0,"The authorities have decided to disallow a march called by Hurriyat Conference headed by Mirwaiz Umar Farooq in Old City of Srinagar
"
0,"The authorities have ordered imposition of restrictions in parts of old city in view of a shutdown call was given by Joint Resistance Leaders (JRL)
"
0,"Nocturnal clashes erupted in Central Kashmir’s Daharmuna village in Budgam district
"
0,"government forces raided the village in a bid to arrest youth
"
0,"Local residents said that government forces raided the village at around 2 in the night
"
0,"tried to enter into some houses to arrest youths
"
0,"However, the residents raised alarm, following which the villagers came out and pelted stones on the forces resulting in nocturnal clashes
"
2,"The locals alleged that after the raid was foiled by the local residents
"
0,"the Government forces resorted to vandalisation of property and smashed private vehicles and windowpanes of some houses
"
0,"A senior Police official refuted the allegations of vandalism
"
2,"said that the forces were in the village to arrest the miscreants
"
0,"who were involved in pelting stones on forces
"
0,"He also said that the residents pelted stones on the forces resulting in clashes
"
2,"There was nothing like vandalism
"
2,"Most exit polls Sunday forecast another term for Prime Minister Narendra Modi
"
2,"with some of them projecting that BJP-led NDA will get more than 300 seats to comfortably cross the majority mark of 272 in the Lok Sabha
"
0,"However, a number of exit polls predicted big losses for the BJP in Uttar Pradesh
"
2,"but the saffron party appeared to make major gains in other states
"
0,"The Election Commission has deferred election for Vellore in Tamil Nadu over allegations of misuse of money power
"
2,"The counting of votes is slated for May 23
"
2,"The CNN News18-Ipsos exit poll said the BJP-led alliance can win a whopping 336 seats with the saffron party getting a majority on its own
"
0,"ABP News-Nielsen and Neta-NewsX predicted that the ruling alliance may fall short of a majority
"
0,"It projected only 46 seats for the Congress and 82 for its allies
"
2,"The BJP had notched up its maiden majority by bagging 282 seats
"
2,"the SP-BSP alliance is likely to trump the BJP in the country’s politically most crucial state Uttar Pradesh
"
0,"ABP News predicted a huge loss for the BJP in the state, saying it may win only 22 seats
"
2,"while the opposition alliance may emerge victorious in 56 constituencies
"
0,"West Bengal Chief Minister and Trinamool Congress supremo Mamata Banerjee dismissed the exit polls as a “gossip” and a gameplan to “replace” EVMs
"
0,"I don’t trust Exit Poll gossip
"
0,"The game plan is to manipulate or replace thousands of EVMs through this gossip
"
2,"I appeal to all Opposition parties to be united, strong and bold
"
2,"We will fight this battle together
"
2,"News channel ABP said the BJP in Odisha may win nine seats
"
2,"Exit polls in the country have had mixed record on accuracy and quite often their projections have been way off the actual results
"
2,"However, Congress ally and National Conference leader Omar Abdullah, said every single exit poll cannot be wrong
"
2,"“Time to switch off the TV, log out of social media & wait to see if the world is still spinning on its axis on the 23rd (May),” he tweeted
"
0,"Some social media users pointed out that election results in Australia proved most psephologists and news polls wrong
"
0,"US President Donald Trump issued an ominous warning to Iran
"
0,"if the Islamic republic attacks American interests
"
0,"it will be destroyed
"
0,"If Iran wants to fight
"
0,"that will be the official end of Iran
"
0,"Never threaten the United States again
"
0,"Tensions between Washington and Tehran have been on the rise
"
0,"the United States has deployed a carrier group and B-52 bombers to the Gulf
"
0,"what it termed Iranian “threats.”
"
0,"This account has been met with widespread skepticism outside the United States.
"
0,"multiple US media reports of infighting in Trump’s cabinet
"
0,"how hard to push Washington’s arch foe Iran
"
0,"citing threats from Iranian-backed Iraqi armed groups
"
0,"sent an aircraft carrier and heavy B-52 bombers to the region
"
2,"The Trump administration has ordered non-essential diplomatic staff out of Iraq
"
2,"The Jammu and Kashmir High Court has quashed the 37th detention order under PSA of Muslim League chairman Masrat Alam Bhat
"
2,"directed his release him from the preventive custody
"
2,"Holding Alam’s detention illegal, a single bench of Justice Rashid Ali Dar quashed the detention passed by District Magistrate Baramulla
"
2,"The respondents are directed to release the detenu (Masrat) from preventive detention, provided he is not required in connection with any other case
"
0,"This has not been done which in turn deprived the detenue of his right of making an effective representation against his detention
"
0,"Earlier, Masarat was detained and booked under the PSA following the 2010 unrest that left over 100 people dead in the Kashmir valley
"
0,"On October 30, 2012, Aalam was booked under PSA for running the 2010 mass agitation
"
0,"his release sparked political storm after Indian media hyped his release, terming him as “threat to peace
"
0,"Alam was detained under PSA for the first time on October 2, 1990
"
0,"He was detained for second time in 1993 and released in February 1997
"
0,"he was detained third time for nearly three years
"
0,"Since 16 January 2008, he has been detained on nine occasions under the PSA
"
0,"He was detained for the fifth time and was in detention till July 2005
"
2,"The J&K Horticultural Produce Marketing and Processing Corporation (JKHPMC) put up a strong claim of bonafide ownership of the land on Srinagar outskirts
"
0,"Governor’s administration handed over to the CRPF, “in violation of court orders and the spirit of the J&K Kahcharai Act”
"
0,"The 7.5 acre land at Zakura, belonging to the cash-starved JKHPMC, was recently transferred to the CRPF on “lease/transfer basis for a period of forty years extendable upto 99 years for establishment of a battalion camping site of CRPF”, in return of Rs 79,66,40,000
"
0,"Although the CRPF has been occupying the said land for the past three decades
"
2,"the J&K High Court in December last year had directed the government to “take every step for removing the encroachment
"
2,"as regards the land in question so as to retrieve the same for common purpose
"
2,"We are the bonafide owners of the land
"
0,"If CRPF vacates the land tomorrow, we will sell it at a premium, but the question is who will evict them
"
0,"The district administration and the JKHPMC are nowhere
"
2,"There should be no hue and cry over the forces occupying the land as they have been there for the last three decades
"
0,"He also alleged that there was a “malafide intention by some interests to usurp this land”
"
0,"Instead of retrieving the land, they are giving it away
"
0,"the land transfer was “in violation of the spirit of the (J&K Kahcharai) Act”
"
2,"In this case, where the court has already banned the encroachment
"
0,"the government is still transferring it to the forces in order to please them while sidelining the laws
"
0,"Obviously, this is a violation of the law
"
0,"The day isn’t far away when we will be having no kahcharai land
"
2,"He further said, “I must tell you how the previous government under Mufti Mohammad Sayeed gave land to the CRPF at one lakh rupees a kanal
"
0,"They have, perhaps, not gone through the particular judgment
"
0,"petitioned the High Court to remove the CRPF encroachments from kahcharai land
"
0,"the court’s orders have been violated by giving the land to CRPF
"
0,"Body of a Government teacher, who was missing from one week
"
0,"29-year-old Mushtaq Ahmad Lone of Sheikhpora Mantrigam was found dead by locals at Laharwalpora
"
0,"Mushtaq’s family had been trying to find him for several days before filing a missing report with police
"
0,"Since then family had been searching for him at every possible but no avail
"
0,"when they failed to trace him they lodged a missing report at police station Pethkoot to seek his whereabouts
"
2,"Proper photography and videography is being done of entire proceedings
"
2,"An enquiry under 174 CrPc has been initiated and further investigations have been taken up
"
0,"the family members and neighbors held a protest demonstration
"
0,"urged administration for help in tracing their missing kin
"
2,"he was hopeful that the new government in Delhi will engage with the Hurriyat leadership in Kashmir, to which he said he will offer support
"
2,"a seminar held to commemorate the martyrdom anniversaries
"
2,"I am hopeful that once the new dispensation at New Delhi takes charge, it would revisit its Kashmir policy
"
2,"The Hurriyat is hopeful that whosoever comes to power at New Delhi, they will acknowledge the reality of the Kashmir dispute
"
2,"engage with the leadership to end the hostility
"
2,"so that a dignified solution is found to the vexed dispute
"
2,"He also said that India needed to hold people-to-people talks and carry on trade with Pakistan for the larger good of Jammu and Kashmir
"
2,"He said this will set the ground for the resolution of the Kashmir issue in which India, Pakistan and the Kashmiri people are stakeholders
"
2,"The Importance of Dialogue in the Backdrop of Strained Indo-Pak Relations
"
2,"The Mirwaiz said that the Indian leadership must accept the need to take confidence-building measures forward
"
2,"The present New Delhi dispensation should look at this, and understand that no economic development will reap sustainable results until political steps are taken
"
2,"We will offer support
"
2,"Mirwaiz stressed on the importance of resolving the Kashmir dispute
"
2,"because there was no let-up in force being used by the Indian state against the people
"
0,"He said policies of repression and intimidation in the form of killings, harassment and CASOs were continuing unabated even in the holy month of Ramadan
"
0,"Mirwaiz said that he felt the pain whenever any youth was “martyred” in government forces’ action or in encounters
"
0,"He said that it was beyond doubt that the gun-wielding local boys were the products of the ongoing oppression
"
0,"they were getting consumed in the ongoing unresolved conflict
"
0,"Emotions and repressions is driving the educated youth of Kashmir towards armed means of resistance
"
0,"as every scope for raising voices peacefully stands choked
"
0,"The Mirwaiz hailed the Pakistani leadership for its statesmanship post the Pulwama attack that killed 49 CRPF troops in February this year
"
0,"On February 1, 2018 Arun Jaitly, Finance Minister has presented annual budget which was being declared as anti-people budget
"
0,"There is no relief for common people, while a plan has been made for increasing tax on daily items, that adversely affected the common people
"
0,"Common people were of the view that Centre Government has never taken steps in favour of common people
"
0,"But it is amazing that instead of this, Centre has implemented demonetization and GST which affected the economy of the country
"
0,"The poor people has become poorer, while Government exchequer has been filled
"
0,"When Government implemented demonetisation then it was told that it could return the black money
"
0,"but nothing has been returned so far which was also acknowledged by the former Governor of Reserve Bank of India
"
0,"All these were political games
"
0," After that, Government implemented GST, which affected the business circle
"
0,"BJP did not perform up to the ark in Gujarat elections as GST adversely affected the cloth merchants of Gujarat and Surat
"
0,"After that BJP also lost by-elections in Rajasthan and West Bengal
"
0,"Now the Centre should understand that people hates them
"
0,"How long BJP will use the communalism card
"
0,"Common people believed that BJP is running communalism card for political aim
"
0,"According to economic experts, the budget presented by Arun Jaitly in the assembly was anti-people budget
"
0,"In this budget mobile phone, TV, juice, perfume, cars, truck/bus tyre, artificial jewellery, watches and children toys would become expensive
"
0,"Juice of fruits and vegetables, spare parts of vehicles, kindle, watches and edible oil, which are used daily by common people, would also be expensive
"
0,"In this budget the salaries of President, Vice President, Governors and MPs were increased which was not needed in this situation
"
0,"But common people would suffer problems
"
0,"Gunmen killed at least 11 people in a bar in northern Brazil on Sunday
"
0,"The shooting took place in the city of Belem, the public safety department of northern Para state said
"
0,"There was no immediate word on the motive of the shooting
"
0,"The attackers fled
"
0,"but the news website G1 quoted police as saying one was wounded and is in police custody
"
0,"The fatalities are six women and five men
"
0,"Seven men carried out the shooting after arriving on a motorcyle and in three cars
"
0,"They fled after the attack
"
0,"The bar where the shooting took place is in a neighbourhood which got police reinforcements in March to fight crime
"
0,"Noise of bullets caused sensation among people in village Keegam, several kilometres away from Shopian
"
0,"when the Sentry at one forces Camp found suspicious movement near the camp, he fired several rounds in air which created stir in the area
"
2,"Meanwhile, forces and Police have cordoned off the area and started search operation
"
0,"A leader of BJP has said that Indian Muslims should go to Pakistan
"
0,"Vinay Katyar, Member of Lok Sabha is of the view that Muslims had divided the country so they have no right in this country
"
0,"According to population, lands were given to Muslims
"
0,"Earlier some members of BJP including Union Minister, Giriraj Kishore had given such statements
"
0,"A few days ago Vinay Katyar said that the pro-Pakistan people were involved in the communal violence that erupted in Kasganj UP
"
0,"He should be given the same punishment as Government has planned for a Muslim husband involved in triple talaq
"
0,"But Muslims did not paid heed
"
0,"they demanded in the Court that a new law should be enforced according to which three years imprisonment should be given to that person who call Muslims as Pakistanis
"
0,"If Government formulated such laws then can they give punishment to those Hindus who are Pakistanis
"
0,"Government of India also ended the Hajj subsidy for Muslims
"
0,"If Muslims fails to stand the test of patriotism defined by Vinay Katyar, then 8 to 10 crore people would stand on Pakistan border
"
0,"Most of the incidents occurred in Uttar Pradesh where a Hindu religious leader Yogi is running the Government
"
0,"In the previous year 822 incidents occurred in India in which 111 people were killed and 2500 people injured
"
0,"Javed Ali wants to say that the countries where people eat beef whether it is a Muslims country or not, we should not keep relations with that country
"
2,"Prime Minister has embraced Americans and Israelis
"
0,"it should be stopped because they also eat beef
"
0,"India should severe at relations to such countries where cows are being slaughtered
"
2,"As has been said earlier also that ceasefire between India and Pakistan on Line of Control is necessary so that loss of life and property could be saved
"
0,"But that has not happened
"
0,"assurances about implementation of ceasefire have proved illusion
"
2,"Despite meetings between the two Sector Commanders
"
0,"The most astonishing factor of the situation is that both India and Pakistan have been levelling allegations against each other for ceasefire violations on the Line of Control
"
0,"Common people are unable to understand who is speaking truth
"
0,"Efforts for establishment of peace have never proved useful
"
0,"destructions caused by war.
"
2,"Therefore, both the countries should stop firing and shelling against each other
"
0," Track-II diplomacy has also failed to achieve any success
"
0,"Nobody knows why the two countries like to go against each other
"
2,"They should implement ceasefire on borders and honour the sentiments, feeling and aspiration of common people
"
0,"The process of Confidence Building Measures has also been stopped
"
0,"Gulf in relations has been widening and people have become targets of increasing hate, enmity and hostility between the two countries
"
0,"Nissar Hussain Rather has expressed grief and pain over recent martyrdom of four unarmed civilians and injuries to dozens others at Khudwani, Kulgam
"
0,"People of Kashmir won’t give up their basic right to self-determination due to these contemptible plans and massacres
"
0,"instead their spirit for Jehad and martyrdom would continue to increase
"
2,"Nissar Rather appealed UN authorities to grant Kashmiris their right to self-determination for deciding their future
"
0," Criticizing the role of human rights organization for maintaining criminal silence on genocide in Kashmir
"
0,"Strike against arrest spree was continued in Shopian on third consecutive day
"
0,"people staged a protest, demanding release of youths
"
0,"police conducted nocturnal raids in which they arrested two youths from Shopian
"
0,"Local people of the area staged protest and demanded release of the youths arrested by police during nocturnal raids
"
0,"Family members of youth alleged that police has arrested their wards on baseless cases
"
0,"are trying to trap them
"
0,"Body of a missing teacher was recovered on Monday from Laharwapora gath near Wullar Lake in north Kashmir’s Bandipora district
"
0,"police team reached the spot, and along with locals retrieved the dead body from the Nallah
"
0,"A local news gathering agency KNO reported that the body was spotted by locals in the Nallah
"
0,"the day Mushtaq went missing, his phone was found turned off at around 7 pm
"
0,"he left home for duty to Govt Hr Sec School Chuntimulla and did not return home
"
0,"“After we failed to trace him, we logged a missing report in police station Pathkoot,” Mushtaq’s family members said
"
0,"We demand probe into the death of our son as we have apprehension that he has been murdered
"
0,"a case under relevant sections of law has been registered and further investigations initiated
"
0,"A police officer also confirmed the incident
"
2,"The University of Kashmir has been granted A+ accreditation by the National Assessment and Accreditation Council (NAAC)
"
1,"The National Assessment and Accreditation Council (NAAC) is an organization that assesses and accredits higher education Institutions (HEIs) in India
"
1,"It is an autonomous body funded by the University Grants Commission of Government of India
"
0,"n view of ongoing protests by students against Kathua tragedy
"
0,"teaching activities will remain suspended today (April 24) in three Government Colleges
"
0,"students came on roads in different parts of the Valley and held protests against Kathua tragedy
"
2,"After bagging 53rd rank in NIRF 2019 and 51st in QS India University Rankings 2019
"
2,"the University of Kashmir added yet another feather to its cap by scoring A+ grade in the recent reaccreditation cycle by National Assessment and Accreditation Council (NAAC)
"
2,"According to the result issued by NAAC the University of Kashmir is scoring an impressive 3.31 Institutional Cumulative Grade Point Average (CGPA) on a scale of 04
"
2,"ahead of several other leading Universities in the country
"
2,"on both these two occasions the University was awarded grade ‘A’ by NAAC
"
2,"applauded University for its research standards
"
2,"stated that the varsity has made a quantum jump in its Infrastructure and Learning resources
"
2,"Being the chairperson of Monitoring and Steering Committee the Vice Chancellor University of Kashmir Prof Talat Ahmad personally monitored the preparedness of the University for the Peer NAAC team visit
"
2,"I congratulate both teaching and non teaching faculty, students, scholars and alumni for this tremendous feat
"
2,"congratulating the staff, students, scholars and alumni on the occasion
"
2,"It was a team effort and we succeeded in our efforts
"
2,"we must understand that we don’t have to be complacent and work harder to achieve much higher grade next time
"
2,"our University gets international recognition
"
2,"I congratulate all the stakeholders of the University
"
2,"this particular grade will ensure better job placements for our students
"
2,"will fetch more fellowships to our scholars
"
2,"it will help us to upgrade our infrastructure
"
2,"we will succeed in securing better funds from different funding agencies governed by UGC and other bodies
"
2,"NAAC-accredited institutions become eligible for different funds from GoI
"
0,"A worker of Peoples Democratic Party (PDP), who was injured critically yesterday
"
0,"after fired upon by unknown gunmen
"
0,"succumbed to his wounds at SKIMS Soura on Monday
"
0,"Mohammad Jamal Bhat son of Mohammad Ismail Bhat succumbed to injuries today
"
0,"the PDP worker, was fired upon by unknown gunmen outside his residence
"
2,"He was immediately operated upon at SKIMS
"
0,"died this morning
"
0,"PDP president and former chief minister Mehbooba Mufti condemned the killing of her party worker
"
0,"Heartbreaking
"
0,"Party workers in Kashmir put their neck on the line & have to suffer for their beliefs
"
0,"Ironic that such mindless violence is justified in the name of Islam in the month of Ramzan
"
0,"Shame on these cowards who call themselves Muslims
"
0,"Former IAS officer-turned-politician Shah Faesal and CPI(M) leader M Y Tarigami also condemned the killing
"
0,"The reckless killing of civilians at the hands of both the parties involved in the conflict continues unabated
"
0,"Whether a civilian is killed by the bullet from one side or the other side
"
0,"it is loss of precious human life
"
0,"Whose 'cause' is fulfilled by the killings of civilians?
"
0,"Unfortunately, it is a Kashmiri who is getting killed every day
"
2,"hat it would deploy another division-size special force to protect Chinese nationals and projects under the China-Pakistan Economic Corridor (CPEC)
"
0,"reckless killing of civilians
"
0,"Tarigami said that the killing of a political worker in Zungalpora village of Kulgam and killing of few more civilians during similar incidents and encounters between militants and security forces in south Kashmir
"
0,"killed by the bullet from one side or the other side
"
0,"Kashmiri who is getting killed every day
"
2,"Violence and killings can never be a solution to any problem.
"
2,"expressing solidarity with the bereaved families
"
0,"The exit polls have forecast a poor showing by the ruling Left Front
"
0,"when the exit polls have failed to accurately predict the election results
"
0,"icted continuation of NDA rule at the Centre, but this was proved wrong
"
2,"o there is no need to rely on speculations based on speculation
"
0,"Rejecting the exit polls as a ""fraud"",
"
0,"It is an old trick of psychological manipulation of the deprived classes
"
0,"which has dubbed exit polls as ""gossip""
"
0,"Unfazed by exit polls projections
"
0,"""game plan"" was to use them for ""manipulation""
"
2,"n most cases do not match with the reality.
"
0,"artificially engineered"" or ""manufactured"" Modi wave
"
0,"used by the BJP to lure regional parties well in advance to fill any shortfall after the results
"
2,"exit poll surveys only reiterated the serious concern of the Opposition parties on the ruling party allegedly misusing Electronic Voting Machines(EVMs) for electoral gains.
"
0,"Opposition parties on the ruling party allegedly misusing Electronic Voting Machines(EVMs) for electoral gains
"
0,"BJP had sponsored the exit polls as the ground reality was different.
"
2,"exit polls were the reflection of the wishes of news channels where Modi wave is prevalent
"
2,"people of the country as well as Karnataka have supported Modi and the exit polls giving 22 of the 28 seats to the saffron party in the state was a proof of that.
"
0,"EVMs shows their desperation
"
0,"example of the recent Australian exit polls to emphasise that they do not always end up being correct
"
2,"The Pulwama attack was the worst atrocity committed on the security forces in the past three decades of militancy in Kashmir.
"
0,"Modi-Amit Shah duo had only communal credentials,
"
0,"knew the kind of impact they had wanted to achieve for themselves
"
2,"for their group had claimed the responsibility for the attack.
"
0,"backchannel diplomacy with India
"
0,".The relationship between the two neighbouring nations currently is at all-time low
"
0,"suicide bomber attacked a CRPF convoy in Pulwama in Jammu and Kashmir on February 14 that killed 40 soldiers
"
2,"released and handed over to India
"
2,"Khan's offer of peace talks
"
2,"serious concern over worsening environmental scenario due to solid waste dumps in the holy township of Katra
"
0,"fallout on the Jhajjar rivulet has hugely contaminated the water
"
0,"It is intriguing that the solid waste management in the most thronged township of the north India has been allowed to remain in disarray,
"
0,"leading to numerous diseases and negative environmental impacts
"
2,"ases of respiratory and heart diseases have increased due to consumption of contaminated water, mainly because of the solid waste dumps
"
0,"In this era of developing key townships and cities as smart cities, the highly deplorable sanitation situation in Katra is a cause of concern, not only for the local population but also for the thousands of pilgrim tourists visiting on daily basis 24X7 to pay obeisance at the Bhavan of Vaishno Devi
"
0,"I hope that instead of allowing such a catastrophe to happen, the government will address to the malady on war footing basis and take immediate measures for proper solid waste management.”
"
0,"state forces resorted to vandalisation of property and smashed private vehicles and windowpanes some houses
"
0,"futed the allegations of vandalism and said that the forces were in the village to arrest the miscreants who were pelted stones on security forces in day hours
"
0,"He also said that the residents pelted stones on the forces resulting in clashes
"
2,"Editors of Colleges Magazine besides the meritorious students were awarded on the occasion
"
2,"he Advisor met several delegations and individuals who apprised him about their issues and demands and sought his intervention to ensure time-bound redressal of the same
"
2,"Advisor gave a patient hearing to the delegations and said that all the genuine issues put forth during the public hearing would be looked into
"
2,"Asserting that the security situation in Jammu and Kashmir is ""under control""
"
0,"Pakistan has been continuing with its activities which are mainly anti-India, whether it is violating ceasefire, promoting cross-border infiltration, drug trafficking, narcotics, circulation of fake Indian currency,
"
2,"we have been able to ensure peace and tranquility with China
"
2,"operations against militants will continue
"
2,"A number of militants have been brought back to the mainstream with the help of the parents, teachers and senior citizens
"
2,"airing election-related content”
"
2,"NaMo TV was meant as a tool of BJP campaign for the LokSabha election
"
2,"le speaking on the occasion said that every institution must adhere to the envisaged guidelines/instructions issued by the government as well education department.
"
0,"there are complaints of collection of bus fee during winter holidays, harsh punishments given to students including corporal punishment and stressed on arresting these trends
"
